State,City,Street,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,LotArea,Price,Region
WV,Grafton,Luther St,26354,39.344097,-80.036095,2.0,1.0,1288.0,2.3200000000001637,129000.0,South
WV,Charleston,Bridge Rd,25314,38.333763,-81.64952,4.0,2.0,2388.0,6098.4,185000.0,South
WV,Charleston,Dover Dr,25313,38.42757,-81.75907,3.0,1.0,1020.0,4879.294,110000.0,South
WV,Martinsburg,Wall St,25401,39.455082,-77.98215,2.0,1.0,750.0,10018.8,149900.0,South
WV,Bluefield,Lorton Lick Rd,24701,37.321407,-81.26062,2.0,2.0,691.0,0.2800000000002001,25000.0,South
WV,Hedgesville,Tecumseh Trl,25427,39.55866,-78.09995,3.0,3.0,1796.0,0.33999081726369695,289000.0,South
WV,Terra Alta,Lewis Ln,26764,39.43353,-79.565254,3.0,2.0,1836.0,5.0,319000.0,South
WV,Keyser,Hooker Hollow Rd,26726,39.38312,-78.9962,3.0,2.0,1676.0,2.1700000000000728,214900.0,South
WV,Huntington,E Pea Ridge Rd,25705,38.417458,-82.3104,4.0,2.0,2051.0,0.38999999999987267,149500.0,South
WV,Philippi,Cole St,26416,39.148335,-80.05757,4.0,2.0,2104.0,0.5300000000002001,289000.0,South
WV,Spencer,Stringtown Rd,25276,38.67164,-81.34592,2.0,1.0,2276.0,60.0,199900.0,South
WV,Charles Town,Iris Way,25414,39.32172,-77.83334,4.0,3.0,2630.0,1.1599999999998545,454029.0,South
WV,Kearneysville,Hidden Hollow Dr,25430,39.33204,-77.98336,3.0,1.0,1152.0,1.2899999999999636,250000.0,South
WV,Bunker Hill,Leprechaun Way,25413,39.34039,-78.05761,3.0,2.0,1760.0,0.46000918273648495,239000.0,South
WV,Huntington,9th Ave,25701,38.41231,-82.44815,4.0,4.0,2306.0,7840.8,172500.0,South
WV,Charleston,Lakewood Dr,25312,38.471283,-81.66152,3.0,1.0,1365.0,1.4200000000000728,95000.0,South
WV,Mount Hope,Packs Branch Rd,25880,37.90253,-81.20074,3.0,1.0,1093.0,24.34999999999991,79900.0,South
WV,Craigsville,Webster Rd,26205,38.337814,-80.67352,4.0,2.0,1357.0,0.6799999999998363,89000.0,South
WV,Hurricane,Vaturia Dr,25526,38.43602,-82.0247,4.0,2.0,2066.0,1.9520000000002256,204750.0,South
WV,Berkeley Springs,Pious Ridge Rd,25411,39.64093,-78.18451,2.0,1.0,1020.0,10.059999999999945,178000.0,South
WV,Hedgesville,Cherry Run Rd,25427,39.61913,-78.03898,3.0,2.0,1944.0,11.27599999999984,359900.0,South
WV,Scott Depot,Meadowood Ests,25560,38.450317,-81.89562,3.0,3.0,2209.0,0.3400000000001455,260000.0,South
WV,Charles Town,Goldenrod Dr,25414,39.31923,-77.82901,4.0,2.0,1788.0,10711.0,300000.0,South
WV,Fairmont,Sunset Dr,26554,39.48045,-80.15747,4.0,3.0,2723.0,10018.8,265000.0,South
WV,Ona,Esthel C Blvd,25545,38.432396,-82.221725,3.0,2.0,1800.0,2.199999999999818,275000.0,South
WV,Madison,3rd St,25130,38.071075,-81.82836,3.0,2.0,2088.0,1308.7199999999998,69900.0,South
WV,Davis,Deerfield Vlg,26260,39.05214,-79.441605,3.0,3.0,1362.0,3049.598,370000.0,South
WV,Letart,Sliding Hill Creek Rd,25253,38.991062,-81.99564,4.0,2.0,2050.0,1.0,129999.0,South
WV,Worthington,Pine Bluff Rd,26591,39.43062,-80.29146,3.0,2.0,1716.0,0.4800000000000182,139000.0,South
WV,Westover,Leland St,26501,39.62968,-79.9682,3.0,3.0,1271.0,1.0,99900.0,South
WV,Barboursville,Wilson Rd,25504,38.377758,-82.27839,3.0,1.0,980.0,10018.8,141000.0,South
WV,Great Cacapon,Amberwood Rd,25422,39.51038,-78.36913,3.0,2.0,1477.0,3.0,289900.0,South
WV,Fairmont,Walnut Ave,26554,39.475224,-80.15336,5.0,3.0,2805.0,0.2800000000002001,347000.0,South
WV,South Charleston,Monroe St,25303,38.362038,-81.68996,3.0,1.0,1633.0,7405.2,130000.0,South
WV,Charleston,Diana Ct,25387,38.3837,-81.6833,3.0,2.0,1649.0,9147.6,25900.0,South
WV,Martinsburg,Shepherdstown Rd,25404,39.44754,-77.87265,3.0,2.0,1920.0,0.40000000000009095,279900.0,South
WV,South Charleston,Maccorkle Ave SW,25303,38.361782,-81.71599,5.0,2.0,2304.0,0.6999999999998181,275000.0,South
WV,Keyser,Windy Hill Dr,26726,39.42732,-78.92099,3.0,2.0,1244.0,0.619995408631894,129900.0,South
WV,Great Cacapon,Cliff Dr,25422,39.481575,-78.405525,2.0,2.0,2100.0,1.099999999999909,292000.0,South
WV,Paw Paw,Paw Rd,25434,39.45466,-78.44129,4.0,1.0,2016.0,4.2199999999998,210000.0,South
WV,Philippi,Morgantown Pike,26416,39.1628,-79.92306,3.0,2.0,1452.0,1.949999999999818,89000.0,South
WV,Wardensville,Moores Run Rd,26851,39.12444,-78.60691,1.7999999999999998,1.4000000000000001,872.1999999999998,201.0,49900.0,South
WV,Inwood,Thoreau Dr,25428,39.35348,-78.02406,3.0,2.0,1576.0,0.32210743801670105,285900.0,South
WV,Bunker Hill,Winchester Ave,25413,39.30097,-78.07409,3.0,2.0,1144.0,0.6336088154271238,279999.0,South
WV,Huntington,S Queens Ct,25705,38.398045,-82.40569,3.0,2.0,1557.0,871.2,165000.0,South
WV,New Martinsville,Northgate Dr,26155,39.687256,-80.855705,5.0,2.0,1560.0,0.40000000000009095,174500.0,South
WV,Inwood,Brickmason Dr,25428,39.35406,-78.03702,3.0,2.0,1330.0,77.23219999999992,274900.0,South
WV,Barboursville,Mud River Rd,25504,38.418804,-82.27909,3.0,2.0,1723.0,2.0,249900.0,South
WV,Moundsville,CENTER STREET,26041,39.92405,-80.7381,3.0,1.0,1606.0,4800.0,89900.0,South
WV,Romney,Cumberland Rd,26757,39.38441,-78.73523,3.0,2.0,3488.0,25.789999999999964,500000.0,South
WV,Fairmont,Ohio Ave,26554,39.48064,-80.12746,3.0,2.0,1401.0,8759.916,235000.0,South
WV,Harts,E Fork Rd,25524,38.0002,-82.098274,4.0,2.0,1610.0,1.4600000000000364,12500.0,South
WV,Falling Waters,Vineyard Rd,25419,39.59087,-77.93442,3.0,3.0,1608.0,1.2199999999998,399900.0,South
WV,Princeton,Spring Grove Ave,24740,37.38361,-81.09493,2.0,1.0,1100.0,0.2800000000002001,12500.0,South
WV,Clarksburg,Sun Valley Rd,26301,39.277336,-80.435974,3.0,1.0,1344.0,0.42000000000007276,99000.0,South
WV,Maysel,Maysel Laurel Rd,25133,38.502975,-81.097244,3.0,2.0,2340.0,2.269999999999982,315000.0,South
WV,Mount Hope,Old Pax Rd,25880,37.88245,-81.19312,3.0,1.0,1200.0,2.4200000000000728,139000.0,South
WV,Philippi,Bear Run Rd,26416,39.111015,-79.990234,4.0,3.0,2570.0,1.3299999999999272,330500.0,South
WV,Weirton,Colliers Way,26062,40.405666,-80.5237,3.0,2.0,1352.0,7000.092,136900.0,South
WV,Martinsburg,Wedmore Ct,25405,39.426693,-77.90674,3.0,2.0,1338.0,3300.262,359900.0,South
WV,Martinsburg,Grant Pl,25401,39.46638,-77.97596,3.0,2.0,1500.0,7349.0,279900.0,South
WV,Charleston,Fort Hill Dr,25314,38.351944,-81.651825,3.0,3.0,2900.0,0.3000000000001819,380000.0,South
WV,Morgantown,Buckhannon Ave,26508,39.609642,-79.90255,3.0,2.0,1675.0,0.5199999999999818,289000.0,South
WV,Berkeley Springs,Orion Ct,25411,39.55581,-78.17415,4.0,3.0,2143.0,2.0,525000.0,South
WV,Smithers,Laird St,25186,38.18273,-81.30732,2.0,1.0,1532.0,4356.0,65000.0,South
WV,Charleston,Staunton Ave SE,25304,38.328297,-81.59006,4.0,3.0,2631.0,0.7863999999999578,324973.0,South
WV,Huntington,James Dr,25705,38.415558,-82.309364,4.0,3.0,1952.0,10018.8,299900.0,South
WV,Daniels,Lake Rd,25832,37.723255,-81.160934,3.0,2.0,1288.0,0.4459999999999127,199900.0,South
WV,Harpers Ferry,Upper Clubhouse Dr,25425,39.20859,-77.8199,3.0,2.0,2358.0,10032.0,359900.0,South
WV,Bruceton Mills,Valley Ct,26525,39.590588,-79.49168,4.0,3.0,2418.0,4.0900000000001455,359000.0,South
WV,Clarksburg,Ryder Ave,26301,39.27717,-80.363045,3.0,3.0,1490.0,0.25700199954098935,165000.0,South
WV,Gerrardstown,Apple Harvest Dr,25420,39.39556,-78.10221,4.0,2.0,1453.0,1.626800000000003,269900.0,South
WV,Beckley,S Kanawha St,25801,37.768265,-81.16218,3.0,1.0,1255.0,6000.0,39900.0,South
WV,Spencer,Reedyville Rd,25276,38.81287,-81.4383,3.0,2.0,1325.0,0.7600000000002183,137500.0,South
WV,Charleston,Tipperary St,25313,38.421978,-81.781906,3.0,3.0,1600.0,871.4360000000001,139900.0,South
WV,Inwood,Pointer Way,25428,39.35287,-78.03724,3.0,3.0,2548.0,7840.0,319900.0,South
WV,Waiteville,Hunter Rd,24984,37.47343,-80.41306,1.0,1.0,599.5999999999999,17.34999999999991,142400.0,South
WV,Ripley,Old Stone Ridge Rd,25271,38.815937,-81.72037,4.0,1.0,1632.0,8.820000000000164,109900.0,South
WV,Romney,Taylor Dr,26757,39.3275,-78.69122,4.0,2.0,1860.0,0.28599632690520593,219000.0,South
WV,Morgantown,Arch St,26501,39.6253,-79.95001,3.0,2.0,3074.0,4791.6,279500.0,South
WV,Huntington,33rd St W,25704,38.40563,-82.50663,3.0,2.0,1684.0,5227.2,149900.0,South
WV,Charleston,Redmans Ct,25313,38.39854,-81.72393,2.0,1.0,819.0,0.3200000000001637,84900.0,South
WV,Harpers Ferry,Oakridge Dr,25425,39.20616,-77.8243,4.0,3.0,2016.0,0.47070707070724893,375000.0,South
WV,Wayne,Pole,25570,38.24963,-82.43228,1.7999999999999998,1.4000000000000001,872.1999999999998,200.0,150000.0,South
WV,Parkersburg,Broadway Ext,26101,39.23713,-81.54449,2.0,1.0,767.9999999999998,6098.4,57500.0,South
WV,Davis,7th St,26260,39.129124,-79.469765,5.0,2.0,1560.0,5600.0,110000.0,South
WV,Fairmont,Maryland Ave,26554,39.48157,-80.12695,3.0,2.0,1363.0,8015.0,225000.0,South
WV,Harpers Ferry,Clay St,25425,39.32302,-77.7524,3.0,2.0,1256.0,4722.0,279900.0,South
WV,Charleston,Loudon Heights Rd,25314,38.32882,-81.63306,3.0,2.0,1566.0,0.32999999999992724,243000.0,South
WV,Morgantown,Donaldson Ct,26508,39.682037,-79.83659,3.0,2.0,1681.0,0.6900000000000546,320000.0,South
WV,Fairmont,Edgeway Dr,26554,39.47145,-80.173805,4.0,2.0,2349.0,9147.6,95000.0,South
WV,Marlinton,Anthony Creek Rd,24954,38.099316,-79.97191,3.0,2.0,1381.6,2.1599999999998545,99000.0,South
WV,Berkeley Springs,Harrison Ave,25411,39.63123,-78.22186,3.0,2.0,1552.0,0.25,220000.0,South
WV,Capon Bridge,N Laurel Rdg,26711,39.289753,-78.44627,3.6,4.2,4770.0,20.15000000000009,119900.0,South
WV,Terra Alta,Alpine Lake Rd,26764,39.466404,-79.507195,3.0,3.0,2174.0,0.4329999999999927,145000.0,South
WV,Shady Spring,Hinton Rd,25918,37.698185,-81.083496,5.0,4.0,7500.0,1.5799999999999272,150000.0,South
WV,West Union,Cabin Run Rd,26456,39.236526,-80.866486,4.0,2.0,2300.0,1.0,220000.0,South
WV,Williamson,Parkway Dr,25661,37.669907,-82.29129,4.0,2.0,1784.0,10018.8,87000.0,South
WV,Charleston,Oakwood Rd,25314,38.334503,-81.65266,5.0,2.0,3400.0,0.5799999999999272,130000.0,South
WV,Inwood,Raft Ct,25428,39.366665,-77.99706,3.0,2.0,1854.0,0.5799999999999272,349000.0,South
WV,Ridgeley,S Virginia St,26753,39.62671,-78.79388,3.0,1.0,1144.0,3398.3438,189000.0,South
WV,Charleston,Smith Rd,25314,38.33672,-81.66783,4.0,3.0,2743.0,6098.697999999999,259900.0,South
WV,Pipestem,Deliverance Dr,25979,37.53293,-80.95154,3.0,2.0,1500.0,3.1100000000001273,155000.0,South
WV,Fairmont,Locust Ave,26554,39.48366,-80.14861,3.0,1.0,1808.0,0.3400000000001455,104000.0,South
WV,Mullens,1st Hill St,25882,37.574066,-81.4169,2.0,1.0,1200.0,0.2800000000002001,19900.0,South
WV,Genoa,Roscoe Davis Cemetery Rd,25517,38.132877,-82.41379,3.4,2.4,2185.4,14.110000000000127,49900.0,South
WV,Great Cacapon,Small Ln,25422,39.579174,-78.36895,3.2,1.7999999999999998,1828.6,6.480000000000018,25000.0,South
WV,Martinsburg,Ridge Rd S,25403,39.50074,-78.00353,4.0,3.0,2799.0,0.689990817263606,349900.0,South
WV,Rowlesburg,Little Buffalo Rd,26425,39.265636,-79.7558,4.0,2.0,1920.0,1.0,92000.0,South
WV,Sandyville,Windy Ridge Rd,25275,38.970432,-81.545616,4.0,4.0,2900.0,46.0,359000.0,South
WV,Marlinton,Frost Rd,24954,38.17797,-79.96288,3.0,2.0,1637.2,5.0,129900.0,South
WV,Huntington,6th Ave,25701,38.416965,-82.44998,4.0,2.0,2762.0,4791.6,130000.0,South
WV,Hinton,Bruce Allen Rd,25951,37.61696,-80.76533,2.0,1.0,1096.8,16.0,250000.0,South
WV,Lewisburg,Arbuckle Ln,24901,37.861996,-80.42431,2.0,2.0,1232.8,2.400000000000091,399000.0,South
WV,Fenwick,Harness Rd,26202,38.227837,-80.5975,1.0,1.0,656.0,5.0,68000.0,South
WV,Spencer,Charleston Rd,25276,38.75764,-81.367325,3.0,1.0,1164.0,7405.2,129000.0,South
WV,Charleston,Utah Hollow Rd,25312,38.484676,-81.69575,3.0,2.0,1800.0,3.0300000000002,215000.0,South
WV,Washington,Sun Valley Rd,26181,39.21046,-81.63353,5.0,2.0,2900.0,4.449999999999818,249900.0,South
WV,Newell,Bentley Ave,26050,40.61366,-80.593445,3.0,2.0,1344.0,0.4299999999998363,75000.0,South
WV,Morgantown,Ross St,26501,39.615677,-79.95193,3.0,2.0,1929.0,7405.2,227500.0,South
WV,Charleston,Mount Vernon Pl,25314,38.31258,-81.65414,4.0,4.0,3224.0,1.5499999999997272,370000.0,South
WV,Kenova,Pine St,25530,38.399582,-82.581,6.0,3.0,2864.0,7500.0,172000.0,South
WV,Morgantown,Grafton Rd,26508,39.55545,-79.939415,3.0,3.0,2054.0,0.5,299900.0,South
WV,Shepherdstown,McDonald Dr,25443,39.436916,-77.82988,3.0,2.0,1500.0,0.46000918273648495,349900.0,South
WV,Bridgeport,Garden Cir,26330,39.295013,-80.272354,3.0,2.0,1900.0,0.2530762167125431,375000.0,South
WV,Rock Cave,Salem Ridge Rd,26234,38.80232,-80.31641,2.0,1.0,1296.0,4.380000000000109,75000.0,South
WV,Parkersburg,Maxwell Ave,26101,39.27165,-81.532616,4.0,3.0,2202.0,2748.636,215000.0,South
WV,Hurricane,Cave Ct,25526,38.470066,-81.973946,3.0,3.0,2404.0,3.1799999999998363,439900.0,South
WV,Beckley,Sadie Ct,25801,37.7998,-81.2506,3.0,1.0,822.2,2.0,12500.0,South
WV,Clarksburg,River Rd,26301,39.339886,-80.325806,2.0,1.0,969.0,0.4099999999998545,162900.0,South
WV,Morgantown,Old Lock 12 Rd #12,26501,39.562363,-79.99835,3.0,2.0,1699.0,7840.8,199900.0,South
WV,Logan,Fantasy Rd,25601,37.812023,-82.02665,3.0,1.0,1733.0,0.6100000000001273,49950.0,South
WV,Morgantown,Bur Oak Ln,26508,39.653934,-79.862526,4.0,4.0,2338.0,4791.6,388000.0,South
WV,Alderson,Washington St,24910,37.72745,-80.63964,3.0,2.0,1669.2,5793.48,24000.0,South
WV,Old Fields,High Knob Rd,26845,39.18874,-78.89787,2.0,2.0,1392.0,14.070000000000164,339900.0,South
WV,Frankford,Coleman Cliff Rd,24938,37.910095,-80.31612,3.0,1.0,1157.8000000000002,0.5900000000001455,300000.0,South
WV,Martinsburg,Oxford Way,25405,39.42,-77.91087,3.0,2.0,1600.0,0.34999999999990905,349900.0,South
WV,Morgantown,Newberry Ln,26505,39.665897,-79.96098,4.0,4.0,2720.0,2473.0,335000.0,South
WV,Harpers Ferry,Chestnut Hill Rd,25425,39.30499,-77.74887,3.0,1.0,1736.0,2.4699999999998,200000.0,South
WV,Clarksburg,S Chestnut St,26301,39.278126,-80.34803,3.0,2.0,1736.0,2613.9120000000003,59900.0,South
WV,Moorefield,Fisher Ln,26836,38.996735,-79.05637,3.0,2.0,1440.0,1.0,270000.0,South
WV,Princeton,Summerfield Rd,24740,37.339634,-81.14946,3.0,2.0,2016.0,0.38999999999987267,94900.0,South
WV,Wheeling,N. Huron St.,26003,40.07485,-80.734436,4.0,2.0,2119.0,3450.0,27000.0,South
WV,Sod,Midway Rd,25564,38.247772,-81.87463,3.0,2.0,1152.0,8.070000000000164,219000.0,South
WV,Charleston,S Ruffner Rd,25314,38.32013,-81.63252,3.0,3.0,1590.0,4.5,110000.0,South
WV,Camp Creek,Sugar Maple Rd,25820,37.50895,-81.05013,4.0,2.0,2312.0,84.5,595000.0,South
WV,Charleston,Ridgeview Rd,25314,38.327885,-81.627266,5.0,3.0,2955.0,1.2399999999997817,395000.0,South
WV,Summersville,Turnpike Rd,26651,38.3152,-80.8995,3.2,1.8,1979.6,5.0,11000.0,South
WV,Huntington,Arlington Blvd,25705,38.40401,-82.38494,2.0,1.0,1225.0,9147.6,25000.0,South
WV,Weirton,Jenny Ln,26062,40.41189,-80.52916,3.0,1.0,1000.0,9583.2,174900.0,South
WV,Triadelphia,Middle Creek Rd.,26059,40.04692,-80.63187,3.0,1.0,1825.0,0.8249999999998181,168000.0,South
WV,Princeton,Faith Ln,24739,37.33855,-81.16592,3.0,2.0,1768.0,0.5399999999999636,205000.0,South
WV,Wheeling,Main St.,26003,40.073105,-80.72493,5.0,3.0,6650.0,1527.0,260000.0,South
WV,Beckley,Raleigh Ridge Rd,25801,37.75443,-81.1879,2.0,1.0,864.0,0.44000000000005457,44900.0,South
WV,Davis,5th St,26260,39.129124,-79.46695,4.0,2.0,2532.0,4399.56,349900.0,South
WV,Clendenin,Hollow Point Hl,25045,38.47872,-81.352554,3.0,2.0,1552.0,30.90000000000009,350000.0,South
WV,Vienna,27th St,26105,39.323097,-81.54846,3.0,2.0,1498.0,7248.384,173000.0,South
WV,Charles Town,S Church St,25414,39.28801,-77.8546,4.0,3.0,2259.0,10494.0,374000.0,South
WV,Martinsburg,Hook Dr,25405,39.439934,-77.92973,3.0,3.0,2860.0,9147.6,350000.0,South
WV,Fairdale,Saxon Rd,25839,37.779774,-81.37195,2.0,2.0,1276.4,0.9200000000000728,315000.0,South
WV,Charleston,Camden Dr,25302,38.36459,-81.628075,2.0,1.0,780.0,7840.8,115000.0,South
WV,Big Springs,Fork Rd,26137,39.00274,-81.05202,3.0,3.4,4692.4,52.0,129900.0,South
WV,White Sulphur Springs,One Pass Dr,24986,37.76218,-80.2722,3.0,2.0,1433.2,383.05999999999995,800000.0,South
WV,Gerrardstown,Huckleberry Dr,25420,39.37883,-78.1299,2.0,1.0,838.0,1.099999999999909,169000.0,South
WV,Bluefield,Larchwood Rd,24701,37.28299,-81.22416,3.0,3.0,2288.0,1.0,289900.0,South
WV,Dunbar,Dogwood Ln,25064,38.37489,-81.73458,3.0,3.0,1900.0,0.5500000000001819,199900.0,South
WV,Fairmont,River Run Rd,26554,39.405823,-80.12764,1.0,0.8,600.0,38.92000000000007,60000.0,South
WV,Scott Depot,Bent Tree Ests,25560,38.447025,-81.9068,4.0,3.0,2000.0,2085.5644,270000.0,South
WV,Palestine,McCutcheon Run Rd,26160,38.92073,-81.375984,2.0,2.0,1587.0,0.42000000000007276,199900.0,South
WV,Charles Town,Welsh Ct,25414,39.31808,-77.82721,4.0,4.0,3755.0,0.2800000000002001,474900.0,South
WV,Hedgesville,Mild Winter Rd,25427,39.5744,-78.08369,3.0,3.0,1536.0,1.0300000000002,329900.0,South
WV,Princeton,Edgemont Dr,24740,37.364853,-81.07233,3.0,2.0,1290.0,5357.88,129900.0,South
WV,Renick,Leonard Long Rd,24966,38.081818,-80.35537,2.2,1.8,1990.0,12.260000000000218,45000.0,South
WV,Wheeling,N. 23rd Street,26003,40.123127,-80.7011,3.0,2.0,1849.0,0.8800000000001091,299000.0,South
WV,Sutton,Bug Ridge Rd,26601,38.597507,-80.68217,3.0,2.0,1300.0,7.320000000000164,250000.0,South
WV,Charleston,Bridlewood Rd,25314,38.331936,-81.681274,4.0,5.0,3609.0,2.25,349900.0,South
WV,Parkersburg,Nuthatch Ln,26104,39.237488,-81.480255,3.0,2.0,2676.0,0.4899999999997817,239900.0,South
WV,Parkersburg,Briscoe Rd,26104,39.29486,-81.54288,2.0,2.0,1061.0,0.3395999999997912,199900.0,South
WV,Newburg,N Mountaineer Hwy,26410,39.41674,-79.81633,3.0,2.0,1092.0,1.599999999999909,95000.0,South
WV,Kingwood,Snider Loop,26537,39.44104,-79.7101,3.0,2.0,1296.0,38.40000000000009,338500.0,South
WV,Union,Mitchell Patterson St,24983,37.591633,-80.54869,2.0,1.0,1055.0,0.5500000000001819,99900.0,South
WV,Martinsburg,N Rosemont Ave,25401,39.46277,-77.97602,5.0,2.0,2334.0,0.4215105601469986,375000.0,South
WV,Wheeling,Maple Avenue,26003,40.0804,-80.687035,3.0,3.0,1850.0,6534.0,249000.0,South
WV,Dunlow,Sand Lick Rd,25511,37.980442,-82.4036,4.2,3.6,3577.2,69.0,65000.0,South
WV,Wheeling,South Frazier Avenue,26003,40.03203,-80.714264,3.0,2.0,2025.0,0.26499999999987267,169000.0,South
WV,Springfield,Gall Ln,26763,39.47902,-78.60815,2.0,2.0,1072.0,2.0900000000001455,75000.0,South
WV,Beckley,Lincoln St,25801,37.7752,-81.17419,2.0,1.0,910.0,6098.4,117500.0,South
WV,Cross Lanes,Westbrook Dr,25313,38.426,-81.7778,4.0,4.0,3090.0,10497.96,372000.0,South
WV,West Union,Ralphs Run,26456,39.389225,-80.71037,3.0,1.0,1216.0,63.92000000000007,184000.0,South
WV,Hedgesville,Trailblazer Ln,25427,39.55778,-78.08726,3.0,2.0,1215.0,0.810009182736394,369900.0,South
WV,Princeton,Hayes Valley Rd,24739,37.343094,-81.01988,2.0,1.0,815.0,0.36999999999989086,85000.0,South
WV,Huntington,12th Ave,25701,38.407703,-82.45038,4.0,4.0,2523.0,6098.4,274900.0,South
WV,Morgantown,Grafton Rd,26508,39.576687,-79.946465,3.0,3.0,2475.0,6.469200000000001,425500.0,South
WV,Rainelle,Midland Trl,25962,37.979,-80.8305,3.0,1.0,1064.1999999999998,2.699999999999818,34900.0,South
WV,Huntington,Fairway Dr,25705,38.420887,-82.32896,3.0,4.0,5236.0,0.38000000000010914,749900.0,South
WV,Huntington,9th St W,25704,38.414883,-82.47121,2.0,1.0,876.0,2613.6,50000.0,South
WV,Charles Town,Mount Hammond Ln,25414,39.24212,-77.84534,3.0,3.0,2242.0,1.199999999999818,385000.0,South
WV,Martinsburg,E Race St,25404,39.45863,-77.95462,3.0,2.0,1824.0,5118.0,299900.0,South
WV,Bluefield,Albemarle St,24701,37.25129,-81.22721,4.0,2.0,1968.0,6534.0,44900.0,South
WV,Walker,Walker Rd,26180,39.182457,-81.37847,3.0,1.0,1440.0,7.5,110000.0,South
WV,Wheeling,Short Creek Road,26003,40.17315,-80.6677,3.0,2.0,1476.0,1.5100000000002183,200000.0,South
WV,Huntington,24th St W,25704,38.409496,-82.49517,2.0,3.0,1420.0,7405.2,150000.0,South
WV,South Charleston,Montrose Dr,25303,38.3607,-81.68519,3.0,2.0,1352.0,4791.6,49000.0,South
WV,Leon,Nickels Rd,25123,38.767254,-81.8861,3.0,3.0,2896.0,56.23000000000002,475000.0,South
WV,Charleston,Lancaster Ave,25304,38.324764,-81.59267,4.0,2.0,2010.0,3.118811754000035,189000.0,South
WV,Elkview,Elk River Rd N,25071,38.46185,-81.44863,2.0,3.0,4320.0,0.9899999999997817,175000.0,South
WV,South Charleston,Spring Hill Ave,25309,38.348747,-81.72214,4.0,3.0,1848.0,1.0900000000001455,319000.0,South
WV,Nettie,Marybill Curtain #R/R,26681,38.276653,-80.65446,4.0,2.4,2198.2,2.019999999999982,50000.0,South
WV,Hedgesville,Conservation Dr,25427,39.57639,-78.02147,3.0,2.0,1052.0,3.199999999999818,289990.0,South
WV,Hinton,Powley Creek Rd,25951,37.665657,-80.79515,3.0,2.0,1522.8000000000002,7.800000000000182,145000.0,South
WV,Fairmont,Country Club Rd,26554,39.471214,-80.17045,3.0,2.0,1780.0,0.3400000000001455,135000.0,South
WV,Clendenin,Amma Rd,25045,38.55657,-81.326836,4.0,2.0,2050.0,0.5,169900.0,South
WV,Martinsburg,Britania Ct,25405,39.41515,-77.98381,3.0,3.0,1520.0,1742.4,239900.0,South
WV,Charles Town,W Washington St,25414,39.285725,-77.87035,2.0,2.0,1320.0,6534.0,230000.0,South
WV,Liberty,McLane Pike,25124,38.58732,-81.79509,3.0,1.0,1100.0,12.170000000000073,199900.0,South
WV,Bridgeport,Red Maple Dr,26330,39.305264,-80.20325,3.0,2.0,1400.0,0.45899999999983265,239000.0,South
WV,Fairmont,Troy Ln,26554,39.4816,-80.17087,4.0,4.0,2870.0,1.5399999999999636,325000.0,South
WV,Saint Marys,Calf Creek Rd,26170,39.3168,-81.2822,2.2,1.8,1990.0,12.300000000000182,29900.0,South
WV,Elk Garden,Unknown,26717,39.35916,-79.1375,4.2,3.4,3312.8,3.8200000000001637,20000.0,South
WV,Berkeley Springs,Matt Jack Trl,25411,39.539154,-78.20559,3.0,2.0,1782.0,26.01000000000022,290000.0,South
WV,Beckley,Dry Hill Rd,25801,37.817204,-81.218475,3.0,2.0,1456.0,0.3890000000001237,159000.0,South
WV,Fayetteville,W Wiseman Ave,25840,38.051304,-81.108246,4.0,2.0,2300.0,8236.8,359000.0,South
WV,Martinsburg,Showers Ln,25403,39.47994,-77.99357,3.0,2.0,3558.0,1.9099999999998545,484999.0,South
WV,Mount Hope,Beechview Rd,25880,37.85943,-81.23747,4.0,3.0,2828.0,2.0,340000.0,South
WV,Martinsburg,Strathmore Way W,25403,39.44989,-78.01495,4.0,4.0,4100.0,7261.0,499900.0,South
WV,Buckhannon,Brushy Fork Rd,26201,38.998173,-80.25817,3.0,2.0,1958.0,0.5900000000001455,185000.0,South
WV,Morgantown,Shawnee Dr,26508,39.675888,-79.89149,3.0,1.0,1080.0,6969.6,225000.0,South
WV,Saint Albans,Cunningham St,25177,38.380913,-81.81795,2.0,1.0,1057.0,1830.4360000000001,130000.0,South
WV,Parkersburg,Wyndemere Ct,26105,39.308834,-81.54197,4.0,5.0,4880.0,0.25709999999980937,465000.0,South
WV,Looneyville,Flat Frk,25259,38.680344,-81.29149,1.0,1.0,650.0,13.920000000000073,129000.0,South
WV,Belington,Middle Fork Estates Rd,26250,38.962646,-80.067085,3.6,1.4,1816.6,6.0,55000.0,South
WV,Huntington,Mount Union Rd,25701,38.37608,-82.40621,3.0,3.0,2018.0,0.4800000000000182,205000.0,South
WV,Martinsburg,Effie Ln,25404,39.53881,-77.90506,3.0,3.0,1710.0,2004.08368,244900.0,South
WV,Procious,Beechy Ridge Rd,25164,38.45126,-81.15396,4.2,2.8,3229.0,2.1100000000001273,27000.0,South
WV,Princeton,Hedge St,24740,37.365562,-81.05675,3.0,3.0,2522.0,0.4130000000000109,248000.0,South
WV,Falling Waters,Hastings Dr,25419,39.53695,-77.92375,3.0,3.0,1814.0,0.2699999999999818,315000.0,South
WV,Bridgeport,Berkshire Cir,26330,39.322067,-80.222755,3.0,3.0,1884.0,3049.598,389000.0,South
